filename,label
chip_903.tif,Dry
chip_905.tif,Wet
chip_906.tif,Unknown
chip_907.tif,Wet
chip_908.tif,Wet
chip_909.tif,Dry
chip_910.tif,Dry
chip_911.tif,Unknown
chip_912.tif,Unknown
chip_914.tif,Wet
chip_915.tif,Dry
chip_916.tif,Wet
chip_917.tif,Wet
chip_918.tif,Unknown
chip_919.tif,Wet
chip_920.tif,Wet
chip_921.tif,Wet
chip_922.tif,Wet
